param,param_value,policy,seed,metric,value,diff_from_baseline
consumption_alpha,0.2,portfolio_tax,10,rental_vacancy_rate,0.27467811158798283,0.0
consumption_alpha,0.2,portfolio_tax,10,annual_appreciation_g,-0.024496427618820538,0.0
consumption_alpha,0.2,geographic,10,homeownership_rate,0.26904761904761904,-0.24066111881645863
consumption_alpha,0.2,geographic,10,rental_vacancy_rate,0.14917127071823205,-0.12550684086975078
consumption_alpha,0.2,geographic,10,annual_appreciation_g,-0.026807537405765247,-0.0023111097869447095
consumption_alpha,0.2,baseline,11,homeownership_rate,0.4710526315789474,0.0
consumption_alpha,0.2,baseline,11,rental_vacancy_rate,0.13793103448275862,0.0
consumption_alpha,0.2,baseline,11,annual_appreciation_g,-0.015501604280585113,0.0
consumption_alpha,0.2,waiting_period,11,homeownership_rate,0.45544554455445546,-0.015607087024491928
consumption_alpha,0.2,waiting_period,11,rental_vacancy_rate,0.15695067264573992,0.0190196381629813
consumption_alpha,0.2,waiting_period,11,annual_appreciation_g,-0.00817388004928854,0.007327724231296573
consumption_alpha,0.2,ownership_cap_soft,11,homeownership_rate,0.47757255936675463,0.006519927787807245
consumption_alpha,0.2,ownership_cap_soft,11,rental_vacancy_rate,0.145,0.007068965517241371
consumption_alpha,0.2,ownership_cap_soft,11,annual_appreciation_g,-0.03,-0.014498395719414886
consumption_alpha,0.2,ownership_cap_hard,11,homeownership_rate,0.4595300261096606,-0.011522605469286795
consumption_alpha,0.2,ownership_cap_hard,11,rental_vacancy_rate,0.12,-0.017931034482758623
consumption_alpha,0.2,ownership_cap_hard,11,annual_appreciation_g,-0.015506450867588617,-4.846587003504155e-06
consumption_alpha,0.2,purchase_tax,11,homeownership_rate,0.3736842105263158,-0.0973684210526316
consumption_alpha,0.2,purchase_tax,11,rental_vacancy_rate,0.013888888888888888,-0.12404214559386972
consumption_alpha,0.2,purchase_tax,11,annual_appreciation_g,-0.019676832505576836,-0.004175228224991723
consumption_alpha,0.2,vacancy_tax,11,homeownership_rate,0.4430379746835443,-0.02801465689540311
consumption_alpha,0.2,vacancy_tax,11,rental_vacancy_rate,0.09813084112149532,-0.039800193361263295
consumption_alpha,0.2,vacancy_tax,11,annual_appreciation_g,0.000401080011048105,0.015902684291633218
consumption_alpha,0.2,portfolio_tax,11,homeownership_rate,0.4710526315789474,0.0
consumption_alpha,0.2,portfolio_tax,11,rental_vacancy_rate,0.13793103448275862,0.0
consumption_alpha,0.2,portfolio_tax,11,annual_appreciation_g,-0.015501604280585113,0.0
consumption_alpha,0.2,geographic,11,homeownership_rate,0.28398058252427183,-0.18707204905467556
consumption_alpha,0.2,geographic,11,rental_vacancy_rate,0.12968299711815562,-0.008248037364603
consumption_alpha,0.2,geographic,11,annual_appreciation_g,0.03322730282376196,0.048728907104347075
consumption_alpha,0.2,baseline,12,homeownership_rate,0.4621026894865526,0.0
consumption_alpha,0.2,baseline,12,rental_vacancy_rate,0.009950248756218905,0.0
consumption_alpha,0.2,baseline,12,annual_appreciation_g,-0.03,0.0
consumption_alpha,0.2,waiting_period,12,homeownership_rate,0.4961038961038961,0.034001206617343516
consumption_alpha,0.2,waiting_period,12,rental_vacancy_rate,0.17777777777777778,0.16782752902155887
consumption_alpha,0.2,waiting_period,12,annual_appreciation_g,-0.0221741569907552,0.007825843009244798
