NAME,total_units,sfr_detached,sfr_attached,two_unit,small_multifamily,mf_5_9,mf_10_19,mf_20_49,mf_50plus,state,county,tract,owner_occupied,renter_occupied,owner_share,total_households,income_under_10k,income_30_35k,income_40_45k,income_75_100k,income_100_125k,income_200k_plus,total_vacant,vacant_for_rent,vacant_for_sale,GEOID
"Census Tract 404.15, Clayton County, Georgia",2742.0,675.0,56.0,101.0,133.0,887.0,572.0,202.0,16.0,13,63,40415,320.0,2023.0,0.1365770379854887,2343.0,258.0,148.0,90.0,94.0,47.0,40.0,399.0,320.0,0.0,40491
"Census Tract 404.16, Clayton County, Georgia",1200.0,906.0,134.0,0.0,0.0,153.0,0.0,0.0,0.0,13,63,40416,578.0,512.0,0.5302752293577981,1090.0,38.0,54.0,36.0,150.0,102.0,14.0,110.0,54.0,0.0,40492
"Census Tract 404.17, Clayton County, Georgia",2291.0,458.0,323.0,28.0,249.0,799.0,234.0,90.0,80.0,13,63,40417,315.0,1642.0,0.1609606540623403,1957.0,176.0,175.0,157.0,130.0,61.0,3.0,334.0,249.0,17.0,40493
"Census Tract 405.19, Clayton County, Georgia",2489.0,54.0,41.0,39.0,319.0,953.0,726.0,238.0,119.0,13,63,40519,0.0,2369.0,0.0,2369.0,184.0,291.0,176.0,71.0,38.0,0.0,120.0,120.0,0.0,40595
"Census Tract 405.20, Clayton County, Georgia",2050.0,356.0,194.0,68.0,42.0,667.0,493.0,120.0,100.0,13,63,40520,279.0,1560.0,0.1517128874388254,1839.0,176.0,131.0,164.0,124.0,57.0,0.0,211.0,211.0,0.0,40596
"Census Tract 405.21, Clayton County, Georgia",1223.0,908.0,139.0,0.0,13.0,124.0,30.0,9.0,0.0,13,63,40521,530.0,552.0,0.4898336414048059,1082.0,123.0,73.0,33.0,99.0,74.0,18.0,141.0,24.0,66.0,40597
"Census Tract 405.22, Clayton County, Georgia",2064.0,1043.0,144.0,98.0,94.0,359.0,111.0,120.0,75.0,13,63,40522,631.0,1176.0,0.3491975650249032,1807.0,234.0,132.0,91.0,184.0,84.0,9.0,257.0,249.0,0.0,40598
"Census Tract 405.23, Clayton County, Georgia",1163.0,729.0,43.0,32.0,78.0,111.0,115.0,22.0,33.0,13,63,40523,523.0,569.0,0.4789377289377289,1092.0,102.0,136.0,71.0,93.0,58.0,0.0,71.0,50.0,0.0,40599
"Census Tract 405.24, Clayton County, Georgia",2823.0,1777.0,124.0,15.0,188.0,302.0,301.0,107.0,0.0,13,63,40524,1173.0,1504.0,0.4381770638774748,2677.0,163.0,81.0,110.0,349.0,164.0,42.0,146.0,146.0,0.0,40600
"Census Tract 405.25, Clayton County, Georgia",1104.0,990.0,45.0,0.0,22.0,15.0,18.0,0.0,6.0,13,63,40525,703.0,343.0,0.6720841300191205,1046.0,96.0,90.0,120.0,115.0,78.0,30.0,58.0,37.0,0.0,40601
"Census Tract 405.26, Clayton County, Georgia",2505.0,2160.0,69.0,11.0,73.0,68.0,124.0,0.0,0.0,13,63,40526,1258.0,1066.0,0.5413080895008606,2324.0,129.0,44.0,58.0,570.0,68.0,22.0,181.0,108.0,43.0,40602
"Census Tract 406.15, Clayton County, Georgia",690.0,680.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13,63,40615,446.0,183.0,0.7090620031796503,629.0,19.0,36.0,29.0,83.0,46.0,34.0,61.0,19.0,0.0,40691
"Census Tract 406.16, Clayton County, Georgia",3422.0,1245.0,0.0,18.0,102.0,617.0,802.0,470.0,168.0,13,63,40616,784.0,2232.0,0.259946949602122,3016.0,148.0,151.0,247.0,470.0,164.0,0.0,406.0,207.0,0.0,40692
"Census Tract 406.17, Clayton County, Georgia",436.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,13,63,40617,181.0,173.0,0.5112994350282486,354.0,33.0,42.0,18.0,3.0,13.0,0.0,82.0,33.0,10.0,40693
"Census Tract 406.19, Clayton County, Georgia",844.0,829.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,13,63,40619,557.0,203.0,0.7328947368421053,760.0,16.0,24.0,9.0,117.0,84.0,37.0,84.0,5.0,0.0,40695
"Census Tract 406.20, Clayton County, Georgia",1459.0,1459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,63,40620,1156.0,198.0,0.8537666174298375,1354.0,37.0,40.0,38.0,256.0,239.0,49.0,105.0,39.0,0.0,40696
"Census Tract 406.21, Clayton County, Georgia",3339.0,3091.0,29.0,0.0,0.0,0.0,0.0,161.0,58.0,13,63,40621,2199.0,1075.0,0.6716554673182651,3274.0,184.0,285.0,104.0,568.0,516.0,42.0,65.0,17.0,48.0,40697
"Census Tract 406.22, Clayton County, Georgia",2504.0,1715.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,13,63,40622,1332.0,966.0,0.5796344647519582,2298.0,197.0,120.0,132.0,461.0,119.0,0.0,206.0,88.0,55.0,40698
"Census Tract 9800, Clayton County, Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,63,980000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980076
"Census Tract 701.07, Henry County, Georgia",2526.0,2475.0,30.0,0.0,0.0,21.0,0.0,0.0,0.0,13,151,70107,1871.0,531.0,0.7789342214820982,2402.0,129.0,20.0,149.0,370.0,299.0,218.0,124.0,8.0,0.0,70271
"Census Tract 701.08, Henry County, Georgia",1985.0,1664.0,30.0,99.0,0.0,0.0,0.0,0.0,0.0,13,151,70108,1201.0,633.0,0.6548527808069793,1834.0,69.0,34.0,133.0,352.0,201.0,25.0,151.0,8.0,37.0,70272
"Census Tract 701.09, Henry County, Georgia",1285.0,1285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,151,70109,1002.0,258.0,0.7952380952380952,1260.0,50.0,54.0,63.0,130.0,141.0,89.0,25.0,0.0,0.0,70273
"Census Tract 701.10, Henry County, Georgia",2777.0,2654.0,19.0,0.0,19.0,0.0,67.0,0.0,0.0,13,151,70110,2156.0,523.0,0.8047779022023143,2679.0,174.0,169.0,100.0,519.0,353.0,124.0,98.0,0.0,0.0,70274
"Census Tract 701.11, Henry County, Georgia",3573.0,2943.0,0.0,23.0,122.0,46.0,133.0,253.0,37.0,13,151,70111,1529.0,1676.0,0.4770670826833073,3205.0,112.0,232.0,163.0,683.0,183.0,16.0,368.0,125.0,0.0,70275
"Census Tract 701.13, Henry County, Georgia",1709.0,1208.0,88.0,0.0,11.0,35.0,7.0,0.0,0.0,13,151,70113,961.0,616.0,0.6093849080532657,1577.0,92.0,106.0,45.0,81.0,123.0,13.0,132.0,43.0,15.0,70277
"Census Tract 702.04, Henry County, Georgia",1683.0,1543.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,13,151,70204,1485.0,102.0,0.9357277882797732,1587.0,83.0,63.0,9.0,366.0,255.0,151.0,96.0,23.0,0.0,70368
"Census Tract 703.07, Henry County, Georgia",1639.0,1490.0,109.0,0.0,19.0,15.0,0.0,0.0,6.0,13,151,70307,1154.0,295.0,0.7964113181504486,1449.0,39.0,34.0,0.0,271.0,187.0,59.0,190.0,69.0,27.0,70471
"Census Tract 703.10, Henry County, Georgia",1850.0,1677.0,72.0,0.0,8.0,93.0,0.0,0.0,0.0,13,151,70310,1293.0,425.0,0.7526193247962747,1718.0,11.0,78.0,107.0,316.0,317.0,65.0,132.0,17.0,0.0,70474
"Census Tract 703.11, Henry County, Georgia",4778.0,1733.0,516.0,111.0,513.0,724.0,272.0,600.0,79.0,13,151,70311,1294.0,3078.0,0.2959743824336688,4372.0,39.0,355.0,453.0,624.0,166.0,57.0,406.0,160.0,0.0,70475
"Census Tract 704.03, Henry County, Georgia",4032.0,3641.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13,151,70403,3026.0,739.0,0.8037184594953519,3765.0,287.0,149.0,255.0,516.0,363.0,98.0,267.0,21.0,86.0,70567
"Census Tract 704.04, Henry County, Georgia",3383.0,2619.0,82.0,22.0,0.0,52.0,35.0,260.0,154.0,13,151,70404,2112.0,1082.0,0.6612398246712586,3194.0,123.0,127.0,146.0,564.0,240.0,92.0,189.0,0.0,32.0,70568
"Census Tract 705.01, Henry County, Georgia",2483.0,1916.0,0.0,30.0,11.0,0.0,0.0,0.0,21.0,13,151,70501,1688.0,622.0,0.7307359307359307,2310.0,33.0,162.0,192.0,398.0,175.0,54.0,173.0,40.0,0.0,70665
"Census Tract 701.14, Henry County, Georgia",2656.0,804.0,0.0,17.0,69.0,306.0,476.0,726.0,194.0,13,151,70114,514.0,1820.0,0.2202227934875749,2334.0,113.0,165.0,49.0,327.0,212.0,62.0,322.0,232.0,0.0,70278
"Census Tract 703.04, Henry County, Georgia",4139.0,2705.0,151.0,154.0,93.0,212.0,112.0,668.0,32.0,13,151,70304,1894.0,1912.0,0.4976353126642144,3806.0,234.0,255.0,308.0,370.0,274.0,84.0,333.0,261.0,0.0,70468
"Census Tract 701.06, Henry County, Georgia",2229.0,1991.0,11.0,0.0,8.0,0.0,0.0,0.0,0.0,13,151,70106,1453.0,588.0,0.7119059284664381,2041.0,127.0,106.0,81.0,307.0,206.0,45.0,188.0,18.0,70.0,70270
"Census Tract 703.06, Henry County, Georgia",4134.0,3001.0,33.0,0.0,73.0,205.0,340.0,329.0,153.0,13,151,70306,2640.0,1445.0,0.6462668298653611,4085.0,244.0,153.0,154.0,609.0,446.0,222.0,49.0,0.0,0.0,70470
"Census Tract 702.03, Henry County, Georgia",5582.0,5479.0,11.0,0.0,0.0,0.0,0.0,0.0,45.0,13,151,70203,4673.0,681.0,0.8728053791557714,5354.0,15.0,137.0,39.0,865.0,932.0,676.0,228.0,0.0,31.0,70367
"Census Tract 703.05, Henry County, Georgia",3569.0,3432.0,6.0,0.0,0.0,0.0,85.0,0.0,0.0,13,151,70305,2841.0,304.0,0.9033386327503976,3145.0,32.0,37.0,67.0,674.0,693.0,180.0,424.0,151.0,81.0,70469
"Census Tract 704.02, Henry County, Georgia",4233.0,4216.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,13,151,70402,3382.0,564.0,0.8570704510897111,3946.0,88.0,148.0,173.0,923.0,624.0,123.0,287.0,0.0,43.0,70566
"Census Tract 701.04, Henry County, Georgia",5082.0,3983.0,59.0,30.0,237.0,34.0,394.0,345.0,0.0,13,151,70104,3367.0,1437.0,0.7008742714404663,4804.0,214.0,0.0,316.0,685.0,554.0,172.0,278.0,0.0,0.0,70268
"Census Tract 702.02, Henry County, Georgia",3917.0,3917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,151,70202,3396.0,432.0,0.8871473354231975,3828.0,31.0,44.0,89.0,550.0,460.0,409.0,89.0,0.0,38.0,70366
"Census Tract 702.05, Henry County, Georgia",4150.0,3200.0,0.0,0.0,17.0,107.0,253.0,222.0,90.0,13,151,70205,2532.0,1319.0,0.6574915606336017,3851.0,104.0,226.0,58.0,553.0,575.0,235.0,299.0,181.0,0.0,70369
"Census Tract 703.09, Henry County, Georgia",2621.0,2592.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,13,151,70309,2195.0,379.0,0.8527583527583528,2574.0,76.0,41.0,48.0,421.0,528.0,411.0,47.0,0.0,0.0,70473
"Census Tract 705.02, Henry County, Georgia",5413.0,4997.0,83.0,101.0,21.0,55.0,60.0,66.0,0.0,13,151,70502,3802.0,1062.0,0.7816611842105263,4864.0,174.0,46.0,194.0,1295.0,305.0,250.0,549.0,66.0,141.0,70666
"Census Tract 1206.05, Paulding County, Georgia",2042.0,1850.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,13,223,120605,1683.0,272.0,0.8608695652173913,1955.0,91.0,81.0,105.0,391.0,314.0,18.0,87.0,0.0,24.0,120841
"Census Tract 1201.01, Paulding County, Georgia",4911.0,4897.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,13,223,120101,3999.0,812.0,0.8312201205570567,4811.0,138.0,193.0,21.0,501.0,637.0,654.0,100.0,0.0,66.0,120337
"Census Tract 1201.02, Paulding County, Georgia",4351.0,4222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,223,120102,3665.0,590.0,0.8613396004700352,4255.0,137.0,70.0,185.0,702.0,708.0,155.0,96.0,0.0,51.0,120338
"Census Tract 1201.03, Paulding County, Georgia",3853.0,3661.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,13,223,120103,3230.0,589.0,0.845771144278607,3819.0,59.0,125.0,157.0,537.0,433.0,290.0,34.0,0.0,0.0,120339
"Census Tract 1201.04, Paulding County, Georgia",1098.0,1048.0,7.0,0.0,9.0,10.0,2.0,0.0,0.0,13,223,120104,936.0,80.0,0.9212598425196852,1016.0,37.0,40.0,39.0,209.0,88.0,20.0,82.0,0.0,18.0,120340
"Census Tract 1202.03, Paulding County, Georgia",1922.0,1801.0,18.0,50.0,0.0,0.0,0.0,0.0,0.0,13,223,120203,1465.0,333.0,0.8147942157953282,1798.0,54.0,65.0,29.0,298.0,298.0,72.0,124.0,0.0,0.0,120439
"Census Tract 1202.04, Paulding County, Georgia",2843.0,2363.0,25.0,70.0,246.0,76.0,42.0,0.0,21.0,13,223,120204,1770.0,1053.0,0.6269925611052072,2823.0,119.0,115.0,130.0,480.0,403.0,77.0,20.0,0.0,0.0,120440
"Census Tract 1203.01, Paulding County, Georgia",2614.0,2045.0,23.0,65.0,38.0,28.0,45.0,217.0,89.0,13,223,120301,1488.0,882.0,0.6278481012658228,2370.0,62.0,100.0,181.0,272.0,262.0,33.0,244.0,35.0,33.0,120537
"Census Tract 1203.02, Paulding County, Georgia",5202.0,3884.0,113.0,95.0,18.0,500.0,156.0,67.0,43.0,13,223,120302,2702.0,2055.0,0.5680050451965525,4757.0,469.0,389.0,370.0,271.0,450.0,24.0,445.0,166.0,37.0,120538
"Census Tract 1203.03, Paulding County, Georgia",639.0,617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,223,120303,541.0,88.0,0.8600953895071543,629.0,43.0,49.0,12.0,144.0,71.0,5.0,10.0,0.0,0.0,120539
"Census Tract 1205.01, Paulding County, Georgia",2839.0,2363.0,334.0,0.0,74.0,0.0,0.0,0.0,0.0,13,223,120501,1900.0,679.0,0.7367196587824738,2579.0,144.0,180.0,103.0,629.0,129.0,0.0,260.0,0.0,65.0,120737
"Census Tract 1205.02, Paulding County, Georgia",3324.0,3076.0,40.0,0.0,0.0,0.0,16.0,0.0,0.0,13,223,120502,2286.0,734.0,0.756953642384106,3020.0,110.0,89.0,61.0,558.0,232.0,16.0,304.0,0.0,136.0,120738
"Census Tract 1205.03, Paulding County, Georgia",1834.0,1721.0,21.0,11.0,0.0,0.0,0.0,0.0,0.0,13,223,120503,1460.0,318.0,0.8211473565804275,1778.0,18.0,83.0,103.0,211.0,257.0,83.0,56.0,0.0,0.0,120739
"Census Tract 1206.01, Paulding County, Georgia",1754.0,1699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,223,120601,1394.0,297.0,0.8243642814902424,1691.0,96.0,85.0,48.0,290.0,182.0,88.0,63.0,0.0,0.0,120837
"Census Tract 1206.02, Paulding County, Georgia",3476.0,3397.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,13,223,120602,2645.0,544.0,0.8294136092819065,3189.0,28.0,128.0,101.0,353.0,713.0,73.0,287.0,0.0,52.0,120838
"Census Tract 1202.02, Paulding County, Georgia",3037.0,2722.0,181.0,13.0,72.0,0.0,0.0,0.0,0.0,13,223,120202,2169.0,516.0,0.8078212290502793,2685.0,93.0,66.0,92.0,246.0,260.0,92.0,352.0,0.0,121.0,120438
"Census Tract 1204, Paulding County, Georgia",6588.0,6115.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,13,223,120400,4184.0,1815.0,0.6974495749291548,5999.0,242.0,437.0,217.0,1000.0,612.0,0.0,589.0,61.0,436.0,120636
"Census Tract 1206.04, Paulding County, Georgia",1894.0,1856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,223,120604,1620.0,176.0,0.9020044543429844,1796.0,38.0,120.0,46.0,243.0,149.0,46.0,98.0,0.0,63.0,120840
"Census Tract 1206.03, Paulding County, Georgia",2433.0,1856.0,17.0,0.0,0.0,260.0,57.0,81.0,85.0,13,223,120603,1249.0,1080.0,0.536281665951052,2329.0,233.0,166.0,70.0,397.0,246.0,48.0,104.0,104.0,0.0,120839
